episode,agent0
1.000000000000000000e+00,-2.755640871419130988e+01
5.010000000000000000e+02,-2.463420037783206951e+01
1.001000000000000000e+03,-2.227872456255209599e+01
1.501000000000000000e+03,-1.955424501347353328e+01
2.001000000000000000e+03,-1.717501164167917693e+01
2.501000000000000000e+03,-1.506612190961778630e+01
3.001000000000000000e+03,-1.305178568291316488e+01
3.501000000000000000e+03,-1.171461447299196657e+01
4.001000000000000000e+03,-1.007500246776699981e+01
4.501000000000000000e+03,-8.905022417719086647e+00
5.001000000000000000e+03,-7.786239630064311079e+00
5.501000000000000000e+03,-6.983385468436383192e+00
6.001000000000000000e+03,-5.831256083299808601e+00
6.501000000000000000e+03,-5.212127147427517038e+00
7.001000000000000000e+03,-4.129138751942184271e+00
7.501000000000000000e+03,-3.801468759422889310e+00
8.001000000000000000e+03,-3.347216692545023076e+00
8.501000000000000000e+03,-3.044382165693703346e+00
9.001000000000000000e+03,-2.855848521644801075e+00
9.501000000000000000e+03,-2.614052800010493893e+00
1.000100000000000000e+04,-2.481505803553135880e+00
1.050100000000000000e+04,-2.395167628835347173e+00
1.100100000000000000e+04,-2.319883962103439057e+00
1.150100000000000000e+04,-2.187033131542404085e+00
1.200100000000000000e+04,-2.091210285299146321e+00
1.250100000000000000e+04,-2.244789951014253049e+00
1.300100000000000000e+04,-2.250426354628646930e+00
1.350100000000000000e+04,-2.422579096639227991e+00
1.400100000000000000e+04,-2.678075906414750573e+00
1.450100000000000000e+04,-2.374489004638043799e+00
1.500100000000000000e+04,-2.443059094344925075e+00
1.550100000000000000e+04,-2.256867713921896446e+00
1.600100000000000000e+04,-2.309130980581190151e+00
1.650100000000000000e+04,-2.249283562981537532e+00
1.700100000000000000e+04,-2.356363407239150831e+00
1.750100000000000000e+04,-2.289887727315830457e+00
1.800100000000000000e+04,-2.360193948064562175e+00
1.850100000000000000e+04,-2.369168594500379310e+00
1.900100000000000000e+04,-2.327201203518970196e+00
1.950100000000000000e+04,-2.071087855376780418e+00
2.000100000000000000e+04,-2.071664591620378193e+00
2.050100000000000000e+04,-2.016216928984154944e+00
2.100100000000000000e+04,-1.945395191895017417e+00
2.150100000000000000e+04,-1.947995317043509145e+00
2.200100000000000000e+04,-1.834744854570104167e+00
2.250100000000000000e+04,-1.862638505367918640e+00
2.300100000000000000e+04,-1.981528577125820645e+00
2.350100000000000000e+04,-2.071409054687058049e+00
2.400100000000000000e+04,-2.065139283866101572e+00
2.450100000000000000e+04,-2.163660402009052852e+00
2.500100000000000000e+04,-2.289654031261130651e+00
2.550100000000000000e+04,-2.331996061157990408e+00
2.600100000000000000e+04,-2.297855075566659799e+00
2.650100000000000000e+04,-2.162822228154432924e+00
2.700100000000000000e+04,-1.996052343424344455e+00
2.750100000000000000e+04,-2.017037873069731813e+00
2.800100000000000000e+04,-2.267297050107003553e+00
2.850100000000000000e+04,-2.146354172108714042e+00
2.900100000000000000e+04,-1.903745439433012665e+00
2.950100000000000000e+04,-1.776321925490810694e+00
3.000100000000000000e+04,-1.952180456925627805e+00
3.050100000000000000e+04,-1.964047861155337138e+00
3.100100000000000000e+04,-1.844697473423249967e+00
3.150100000000000000e+04,-1.819880865333001418e+00
3.200100000000000000e+04,-1.995172769981887306e+00
3.250100000000000000e+04,-2.117248694870022874e+00
3.300100000000000000e+04,-1.906894294442491367e+00
3.350100000000000000e+04,-1.784593456400231259e+00
3.400100000000000000e+04,-1.792715054578258416e+00
3.450100000000000000e+04,-1.605359363739375267e+00
3.500100000000000000e+04,-1.509301827865099366e+00
3.550100000000000000e+04,-1.618884160097274316e+00
3.600100000000000000e+04,-1.702719757930840183e+00
3.650100000000000000e+04,-1.747006924066674571e+00
3.700100000000000000e+04,-1.803838227693485674e+00
3.750100000000000000e+04,-1.852321904684827603e+00
3.800100000000000000e+04,-1.653404162056282711e+00
3.850100000000000000e+04,-1.506175895954284583e+00
3.900100000000000000e+04,-1.669531711542038943e+00
3.950100000000000000e+04,-1.605355802803341669e+00
4.000100000000000000e+04,-1.895725345753762614e+00
4.050100000000000000e+04,-2.086482396903821090e+00
4.100100000000000000e+04,-2.402574112146372176e+00
4.150100000000000000e+04,-2.120712004266541939e+00
4.200100000000000000e+04,-1.928324343716033118e+00
4.250100000000000000e+04,-1.957966375617936405e+00
4.300100000000000000e+04,-1.518572599751510044e+00
4.350100000000000000e+04,-2.148217927907510205e+00
4.400100000000000000e+04,-2.297086666962147028e+00
4.450100000000000000e+04,-1.805009153944915123e+00
4.500100000000000000e+04,-1.571246164008897939e+00
4.550100000000000000e+04,-1.674946535382850099e+00
4.600100000000000000e+04,-1.576532956160870746e+00
4.650100000000000000e+04,-1.420151804880152691e+00
4.700100000000000000e+04,-1.305641873225466876e+00
4.750100000000000000e+04,-1.394298900682324760e+00
4.800100000000000000e+04,-1.490432802184572525e+00
4.850100000000000000e+04,-1.375634208858481644e+00
4.900100000000000000e+04,-1.431023610809585067e+00
4.950100000000000000e+04,-1.246403579504533177e+00
5.000100000000000000e+04,-1.321021542074557686e+00
5.050100000000000000e+04,-1.311589468951239068e+00
5.100100000000000000e+04,-1.296413321521359130e+00
5.150100000000000000e+04,-1.405028761639471657e+00
5.200100000000000000e+04,-1.381913073739003739e+00
5.250100000000000000e+04,-1.308870963764675155e+00
5.300100000000000000e+04,-1.340814124007591923e+00
5.350100000000000000e+04,-1.205681709320237216e+00
5.400100000000000000e+04,-1.165816417345863387e+00
5.450100000000000000e+04,-1.373942568279068688e+00
5.500100000000000000e+04,-1.402135874274244465e+00
5.550100000000000000e+04,-1.413972010440220917e+00
5.600100000000000000e+04,-1.174293879284754150e+00
5.650100000000000000e+04,-1.192237808209567484e+00
5.700100000000000000e+04,-1.145104109681327031e+00
5.750100000000000000e+04,-9.289333538758088871e-01
5.800100000000000000e+04,-9.252964616145973320e-01
5.850100000000000000e+04,-1.026842757709431897e+00
5.900100000000000000e+04,-1.196936232147213230e+00
5.950100000000000000e+04,-9.697303628960998179e-01
