episode,agent0
1.000000000000000000e+00,3.958283599222620630e+00
5.010000000000000000e+02,4.400066569030721908e+00
1.001000000000000000e+03,4.652452719529676095e+00
1.501000000000000000e+03,4.806802455671947527e+00
2.001000000000000000e+03,4.753028033975904343e+00
2.501000000000000000e+03,4.997256247321705480e+00
3.001000000000000000e+03,5.156135511196223042e+00
3.501000000000000000e+03,5.155109868969656617e+00
4.001000000000000000e+03,4.703477218413154581e+00
4.501000000000000000e+03,4.282165666817015826e+00
5.001000000000000000e+03,4.070528857217322383e+00
5.501000000000000000e+03,3.443473786070615272e+00
6.001000000000000000e+03,2.881542383575242283e+00
6.501000000000000000e+03,2.533632997638833650e+00
7.001000000000000000e+03,2.003496400613037132e+00
7.501000000000000000e+03,1.615737637525508585e+00
8.001000000000000000e+03,1.248288128640618666e+00
8.501000000000000000e+03,1.094903213260278063e+00
9.001000000000000000e+03,8.101703596221293546e-01
9.501000000000000000e+03,7.011292650572904517e-01
1.000100000000000000e+04,4.562920410706633456e-01
1.050100000000000000e+04,3.952575778180847932e-01
1.100100000000000000e+04,2.865296070325571431e-01
1.150100000000000000e+04,1.658713109935747165e-01
1.200100000000000000e+04,1.037371244806337134e-01
1.250100000000000000e+04,1.053675818249044660e-02
1.300100000000000000e+04,-3.984277140711353637e-02
1.350100000000000000e+04,-1.798700424790277419e-01
1.400100000000000000e+04,-1.050440196894406042e-01
1.450100000000000000e+04,-1.653380171474866378e-01
1.500100000000000000e+04,-1.070389377146732657e-01
1.550100000000000000e+04,-9.804904076462778173e-02
1.600100000000000000e+04,-2.396118793352436382e-01
1.650100000000000000e+04,-1.293137009279378691e-01
1.700100000000000000e+04,-4.111495004343102000e-02
1.750100000000000000e+04,-1.989368510050802952e-01
1.800100000000000000e+04,-2.671623504665051607e-01
1.850100000000000000e+04,-3.259240785469919022e-01
1.900100000000000000e+04,-3.116933314288434786e-01
1.950100000000000000e+04,-1.664048710709319645e-01
2.000100000000000000e+04,-1.940863936271318979e-01
2.050100000000000000e+04,-2.857841368947110494e-01
2.100100000000000000e+04,-3.872982362205489304e-01
2.150100000000000000e+04,-1.963542865988885389e-01
2.200100000000000000e+04,-1.927280614510382128e-01
