episode,agent0,agent1,agent2,agent3
1.000000000000000000e+00,-3.197142629777377820e+01,-2.643551369824449537e+01,-2.806201883838955524e+01
5.100000000000000000e+01,-3.176317086465174100e+01,-2.651182448033053163e+01,-2.803255144434510271e+01
1.010000000000000000e+02,-3.204005140003386032e+01,-2.684450437226561093e+01,-2.781367255878877387e+01
1.510000000000000000e+02,-3.138354292497462339e+01,-2.662280893204742682e+01,-2.790355299834577352e+01
2.010000000000000000e+02,-3.147734466482148008e+01,-2.661958089805328598e+01,-2.808766685083730152e+01
2.510000000000000000e+02,-3.161314134856514357e+01,-2.606327568014260265e+01,-2.785771657479837060e+01
3.010000000000000000e+02,-3.167002248719259327e+01,-2.622204530644142650e+01,-2.802180604124744789e+01
3.510000000000000000e+02,-3.188645552409337114e+01,-2.665781782225184671e+01,-2.772656938367466140e+01
4.010000000000000000e+02,-3.119259829393224237e+01,-2.633006921791744048e+01,-2.744386676503621558e+01
4.510000000000000000e+02,-3.121232522141863086e+01,-2.644627257032032475e+01,-2.771240980349073624e+01
5.010000000000000000e+02,-3.133396906698023443e+01,-2.637035290285515643e+01,-2.754499435757028181e+01
5.510000000000000000e+02,-3.077433719120416455e+01,-2.624616353681906489e+01,-2.773916324711660408e+01
6.010000000000000000e+02,-3.087502951781665317e+01,-2.633716697474712731e+01,-2.725374552730851008e+01
6.510000000000000000e+02,-3.087643529086270533e+01,-2.625217873701777549e+01,-2.773425843252223899e+01
7.010000000000000000e+02,-3.056909649265571005e+01,-2.642593423079591375e+01,-2.741193723161874019e+01
7.510000000000000000e+02,-3.099028386227663034e+01,-2.640342214068304472e+01,-2.799859407709462644e+01
8.010000000000000000e+02,-3.049413884207710623e+01,-2.633151714267801324e+01,-2.734397106295509516e+01
8.510000000000000000e+02,-3.068255243885491623e+01,-2.617657192033385627e+01,-2.746327645965337183e+01
9.010000000000000000e+02,-3.041029299765617111e+01,-2.617538215602184692e+01,-2.735946870106453943e+01
9.510000000000000000e+02,-3.050941769854167518e+01,-2.630261300426541027e+01,-2.742245597276871649e+01
1.001000000000000000e+03,-3.000707664317635803e+01,-2.609181094037057846e+01,-2.740288598675988396e+01
1.051000000000000000e+03,-3.028660140936451128e+01,-2.626740828494432378e+01,-2.723472407956436925e+01
1.101000000000000000e+03,-3.016720593502775571e+01,-2.603414894725318618e+01,-2.725013121508925451e+01
1.151000000000000000e+03,-3.023986289665219473e+01,-2.630762794160355966e+01,-2.721650387256404713e+01
1.201000000000000000e+03,-3.013140846941492867e+01,-2.646650250173600583e+01,-2.716138507540559033e+01
1.251000000000000000e+03,-3.001567300328376575e+01,-2.609728556058030335e+01,-2.726350062657748197e+01
1.301000000000000000e+03,-2.994880043986336560e+01,-2.600197646324856038e+01,-2.715026261031082555e+01
1.351000000000000000e+03,-3.005196634007514689e+01,-2.617157743608758480e+01,-2.713166526008158641e+01
1.401000000000000000e+03,-2.998285161295376966e+01,-2.628084598896539603e+01,-2.708900954143007311e+01
1.451000000000000000e+03,-2.957908500818544084e+01,-2.597469873840410060e+01,-2.705111687262939668e+01
1.501000000000000000e+03,-2.952303016237580735e+01,-2.593664404819442737e+01,-2.721426058672720671e+01
1.551000000000000000e+03,-2.982185999574904756e+01,-2.602031816836181477e+01,-2.704047308985760978e+01
1.601000000000000000e+03,-2.932984717404829311e+01,-2.598355133695404362e+01,-2.669069674275726101e+01
1.651000000000000000e+03,-2.932853170257137165e+01,-2.604360989230809764e+01,-2.707765674536953782e+01
1.701000000000000000e+03,-2.913912794397310435e+01,-2.592233662017113005e+01,-2.650457034502502651e+01
1.751000000000000000e+03,-2.920232928799077499e+01,-2.573577208440908493e+01,-2.673688029283073675e+01
1.801000000000000000e+03,-2.950398212537167808e+01,-2.558743320345664429e+01,-2.670490124519595554e+01
1.851000000000000000e+03,-2.935985772544929517e+01,-2.585251672309382442e+01,-2.697617559700797329e+01
1.901000000000000000e+03,-2.914914493170113019e+01,-2.572533186491153145e+01,-2.654513318151713364e+01
1.951000000000000000e+03,-2.951667855281928965e+01,-2.576960621833431730e+01,-2.678162700284343956e+01
2.001000000000000000e+03,-2.913301559234449556e+01,-2.574510753745903102e+01,-2.677487816999183323e+01
2.051000000000000000e+03,-2.915766112766984008e+01,-2.583513097845052187e+01,-2.666139337556675315e+01
2.101000000000000000e+03,-2.902462426860724420e+01,-2.573415547183972762e+01,-2.680706982660813154e+01
2.151000000000000000e+03,-2.927652647352682180e+01,-2.582259282361984276e+01,-2.678091529609013222e+01
2.201000000000000000e+03,-2.899192746847574398e+01,-2.568695726880337915e+01,-2.665772592841052102e+01
