episode,agent0,agent1,agent2,agent3
1.000000000000000000e+00,4.135789473684210016e+00
5.100000000000000000e+01,4.125263157894737631e+00
1.010000000000000000e+02,4.284210526315789025e+00
1.510000000000000000e+02,4.525263157894737986e+00
2.010000000000000000e+02,4.315789473684209732e+00
2.510000000000000000e+02,4.458947368421052992e+00
3.010000000000000000e+02,4.487368421052631007e+00
3.510000000000000000e+02,4.381052631578946865e+00
4.010000000000000000e+02,4.567368421052631966e+00
4.510000000000000000e+02,4.405263157894736992e+00
5.010000000000000000e+02,4.460000000000000853e+00
5.510000000000000000e+02,4.612631578947369526e+00
6.010000000000000000e+02,4.640000000000000568e+00
6.510000000000000000e+02,4.596842105263157841e+00
7.010000000000000000e+02,4.640000000000000568e+00
7.510000000000000000e+02,4.438947368421052531e+00
8.010000000000000000e+02,4.628421052631578547e+00
8.510000000000000000e+02,4.738947368421052353e+00
9.010000000000000000e+02,4.734736842105264465e+00
9.510000000000000000e+02,4.787368421052630829e+00
1.001000000000000000e+03,4.836842105263158054e+00
1.051000000000000000e+03,4.864210526315789984e+00
1.101000000000000000e+03,4.838947368421052886e+00
1.151000000000000000e+03,4.748421052631578654e+00
1.201000000000000000e+03,4.895789473684210691e+00
1.251000000000000000e+03,4.743157894736842017e+00
1.301000000000000000e+03,4.974736842105262902e+00
1.351000000000000000e+03,4.867368421052630900e+00
1.401000000000000000e+03,4.886315789473684390e+00
1.451000000000000000e+03,5.091578947368421204e+00
1.501000000000000000e+03,5.041052631578947008e+00
1.551000000000000000e+03,5.079999999999999183e+00
1.601000000000000000e+03,5.192631578947368709e+00
1.651000000000000000e+03,5.059999999999999609e+00
1.701000000000000000e+03,5.230526315789473024e+00
1.751000000000000000e+03,5.129473684210526407e+00
1.801000000000000000e+03,5.142105263157894512e+00
1.851000000000000000e+03,5.123157894736841911e+00
1.901000000000000000e+03,5.257894736842105843e+00
1.951000000000000000e+03,5.113684210526315610e+00
2.001000000000000000e+03,5.179999999999999716e+00
2.051000000000000000e+03,5.158947368421053170e+00
2.101000000000000000e+03,5.170526315789473415e+00
2.151000000000000000e+03,5.016842105263157769e+00
2.201000000000000000e+03,5.236842105263157521e+00
2.251000000000000000e+03,5.263157894736842479e+00
2.301000000000000000e+03,5.362105263157894264e+00
2.351000000000000000e+03,5.388421052631578334e+00
2.401000000000000000e+03,5.438947368421052531e+00
2.451000000000000000e+03,5.363157894736842124e+00
2.501000000000000000e+03,5.384210526315790446e+00
2.551000000000000000e+03,5.329473684210527473e+00
