episode,agent0,agent1,agent2,agent3
1.000000000000000000e+00,-3.288843576402855007e+01,-2.832769185696520609e+01,-3.062222783508104840e+01
5.100000000000000000e+01,-3.282829789736555881e+01,-2.816533524931646326e+01,-3.067632149232813532e+01
1.010000000000000000e+02,-3.312340668112393871e+01,-2.832904761247912262e+01,-3.050883595558806149e+01
1.510000000000000000e+02,-3.248160092251890063e+01,-2.851025187999971422e+01,-3.058988359065212137e+01
2.010000000000000000e+02,-3.233300602971084459e+01,-2.803553221069535795e+01,-3.061823126381143112e+01
2.510000000000000000e+02,-3.248083344947885820e+01,-2.785534531354304733e+01,-3.004766704300750391e+01
3.010000000000000000e+02,-3.238942763669275138e+01,-2.784430951974044532e+01,-3.052314447084743776e+01
3.510000000000000000e+02,-3.270312832211453014e+01,-2.811971347438807456e+01,-2.995635535582616527e+01
4.010000000000000000e+02,-3.208647002276316584e+01,-2.806532834020902811e+01,-2.977404391988250509e+01
4.510000000000000000e+02,-3.224149366348129320e+01,-2.801566743776395185e+01,-3.041077909205566243e+01
5.010000000000000000e+02,-3.206183882324675949e+01,-2.768092271506048618e+01,-2.970361911559265167e+01
5.510000000000000000e+02,-3.147108824137545824e+01,-2.734612485104498703e+01,-2.992754138079782322e+01
6.010000000000000000e+02,-3.188380792304846167e+01,-2.777536180105271768e+01,-2.939865182150359857e+01
6.510000000000000000e+02,-3.165340426872421986e+01,-2.750324550456861417e+01,-2.981967077896159424e+01
7.010000000000000000e+02,-3.139639023415924868e+01,-2.799349754335874607e+01,-2.908525230838449360e+01
7.510000000000000000e+02,-3.171053152821141552e+01,-2.757753292462860273e+01,-3.000952942096665410e+01
8.010000000000000000e+02,-3.133369526117884618e+01,-2.774410765561507120e+01,-2.942314183412039696e+01
8.510000000000000000e+02,-3.145002351727169909e+01,-2.770337444797741711e+01,-2.957372312111670709e+01
9.010000000000000000e+02,-3.110400566645541431e+01,-2.738490966253972658e+01,-2.918796808749546656e+01
9.510000000000000000e+02,-3.121763626784667167e+01,-2.756968533119790266e+01,-2.931832855766768375e+01
1.001000000000000000e+03,-3.070779575181846255e+01,-2.723585052622122049e+01,-2.959083986797514854e+01
1.051000000000000000e+03,-3.105207175625474392e+01,-2.744688644534635102e+01,-2.881594873021502323e+01
