episode,agent0,agent1,agent2,agent3
1.000000000000000000e+00,-2.953636928058097766e+01
5.100000000000000000e+01,-2.956968410662432234e+01
1.010000000000000000e+02,-2.912358492971498691e+01
1.510000000000000000e+02,-2.868682166832171987e+01
2.010000000000000000e+02,-2.818228962263076554e+01
2.510000000000000000e+02,-2.831819756649161590e+01
3.010000000000000000e+02,-2.779246484712345477e+01
3.510000000000000000e+02,-2.751799908854656351e+01
4.010000000000000000e+02,-2.691371046822661128e+01
4.510000000000000000e+02,-2.728403419004721897e+01
5.010000000000000000e+02,-2.672840864455587351e+01
5.510000000000000000e+02,-2.659246198605674749e+01
6.010000000000000000e+02,-2.645341046911565996e+01
6.510000000000000000e+02,-2.572189400401762072e+01
7.010000000000000000e+02,-2.559618680970626770e+01
7.510000000000000000e+02,-2.569273163617846834e+01
8.010000000000000000e+02,-2.564830092822138141e+01
8.510000000000000000e+02,-2.514772209481895615e+01
9.010000000000000000e+02,-2.467916415911803085e+01
9.510000000000000000e+02,-2.425256565715612922e+01
1.001000000000000000e+03,-2.446367733116363752e+01
1.051000000000000000e+03,-2.355064990517075074e+01
1.101000000000000000e+03,-2.337575677115241746e+01
1.151000000000000000e+03,-2.356954840070078561e+01
1.201000000000000000e+03,-2.323272321313009670e+01
1.251000000000000000e+03,-2.295121444443878289e+01
1.301000000000000000e+03,-2.317320378739545106e+01
1.351000000000000000e+03,-2.232627612198395184e+01
1.401000000000000000e+03,-2.242581784290517177e+01
1.451000000000000000e+03,-2.222059800639689087e+01
1.501000000000000000e+03,-2.156614716886002370e+01
1.551000000000000000e+03,-2.167486040357129440e+01
1.601000000000000000e+03,-2.114062912563333896e+01
1.651000000000000000e+03,-2.146338606677375083e+01
1.701000000000000000e+03,-2.058559895553230135e+01
1.751000000000000000e+03,-2.024497229916968166e+01
1.801000000000000000e+03,-2.050396857487971403e+01
1.851000000000000000e+03,-2.052536400212628820e+01
1.901000000000000000e+03,-2.008693305057888523e+01
1.951000000000000000e+03,-2.017512213477843375e+01
2.001000000000000000e+03,-1.960143399113161422e+01
2.051000000000000000e+03,-1.949032378192736559e+01
