episode,agent0,agent1,agent2,agent3
1.000000000000000000e+00,2.228836597983671552e+01,2.132021816039462081e+01,2.257163384614842627e+01
5.100000000000000000e+01,2.208702958391155491e+01,2.161480325753945664e+01,2.254403279346115241e+01
1.010000000000000000e+02,2.220286946695305019e+01,2.136582839456821148e+01,2.255126190171402456e+01
1.510000000000000000e+02,2.226947929571229423e+01,2.135598717019135506e+01,2.257428514171312273e+01
2.010000000000000000e+02,2.232691232648723556e+01,2.129746472551877545e+01,2.247678003481139086e+01
2.510000000000000000e+02,2.239108956384871618e+01,2.147542784705520447e+01,2.264907249192047445e+01
3.010000000000000000e+02,2.217524915050406520e+01,2.138511729958255714e+01,2.250138570860790210e+01
3.510000000000000000e+02,2.242203382229269337e+01,2.145924722313136712e+01,2.248720633746827957e+01
4.010000000000000000e+02,2.235166634045393863e+01,2.138171728753631129e+01,2.252611031672004671e+01
4.510000000000000000e+02,2.234210693014414417e+01,2.151793050301567689e+01,2.259983303958322765e+01
5.010000000000000000e+02,2.216789260225407787e+01,2.167946929119154476e+01,2.256316062140651368e+01
5.510000000000000000e+02,2.237812656658405785e+01,2.148989740917287605e+01,2.273517813814738275e+01
6.010000000000000000e+02,2.223623901568015881e+01,2.142377983699473631e+01,2.260958241022946069e+01
6.510000000000000000e+02,2.243256486865225696e+01,2.156536306855324980e+01,2.284265770799292028e+01
7.010000000000000000e+02,2.237204211186848113e+01,2.152649830203630543e+01,2.277396158631023937e+01
7.510000000000000000e+02,2.252611972187251865e+01,2.161711729777362123e+01,2.263015186276486901e+01
8.010000000000000000e+02,2.251046129654273642e+01,2.141146610141548479e+01,2.265618673034724040e+01
8.510000000000000000e+02,2.235006123296234648e+01,2.157831110847156353e+01,2.278988642193697700e+01
9.010000000000000000e+02,2.248309449728453302e+01,2.158566546476065895e+01,2.270905784491273849e+01
9.510000000000000000e+02,2.253973017041627713e+01,2.148870128672927748e+01,2.289862152947017648e+01
1.001000000000000000e+03,2.242127843047196478e+01,2.165413282023405728e+01,2.282238805187186514e+01
1.051000000000000000e+03,2.256004874305474317e+01,2.146369352395607066e+01,2.283852078387376139e+01
1.101000000000000000e+03,2.244138247510588968e+01,2.153199813903693993e+01,2.272945517606437704e+01
