episode,score
4.900000000000000000e+02,4.108786956852051730e+01
4.910000000000000000e+02,4.083590787873336581e+01
4.920000000000000000e+02,4.089793110404868060e+01
4.930000000000000000e+02,4.093623466328052274e+01
4.940000000000000000e+02,4.106028564058931352e+01
4.950000000000000000e+02,4.085432649655241732e+01
4.960000000000000000e+02,4.122080533740626862e+01
4.970000000000000000e+02,4.109038493821796578e+01
4.980000000000000000e+02,4.106982635119985048e+01
4.990000000000000000e+02,4.124420349041341183e+01
5.000000000000000000e+02,4.108275925935915751e+01
5.010000000000000000e+02,4.118343507199762144e+01
5.020000000000000000e+02,4.119267208777962708e+01
5.030000000000000000e+02,4.115865545594505193e+01
5.040000000000000000e+02,4.126690284322909719e+01
5.050000000000000000e+02,4.121677933477464251e+01
5.060000000000000000e+02,4.104346103813980307e+01
5.070000000000000000e+02,4.103834676799272074e+01
5.080000000000000000e+02,4.135646305205894180e+01
5.090000000000000000e+02,4.119910474947311485e+01
5.100000000000000000e+02,4.119735855031328242e+01
5.110000000000000000e+02,4.122697814055489118e+01
5.120000000000000000e+02,4.134433452788972119e+01
5.130000000000000000e+02,4.132858971439209483e+01
5.140000000000000000e+02,4.133393594486804545e+01
5.150000000000000000e+02,4.130546087806931865e+01
5.160000000000000000e+02,4.162747363270753453e+01
5.170000000000000000e+02,4.128711966161873193e+01
5.180000000000000000e+02,4.127921605021580831e+01
5.190000000000000000e+02,4.139809746402089985e+01
5.200000000000000000e+02,4.128881270299849149e+01
5.210000000000000000e+02,4.142280784766016666e+01
5.220000000000000000e+02,4.138973589144157472e+01
5.230000000000000000e+02,4.162571177226937635e+01
5.240000000000000000e+02,4.153802090203770803e+01
5.250000000000000000e+02,4.158915666465077265e+01
5.260000000000000000e+02,4.181169510857519356e+01
5.270000000000000000e+02,4.164043833189484189e+01
5.280000000000000000e+02,4.155760905358632584e+01
5.290000000000000000e+02,4.166027340455102035e+01
5.300000000000000000e+02,4.159562569361973061e+01
5.310000000000000000e+02,4.167328168882369255e+01
5.320000000000000000e+02,4.171918864665820337e+01
5.330000000000000000e+02,4.157353416576513894e+01
5.340000000000000000e+02,4.165328075820941933e+01
5.350000000000000000e+02,4.166637840698790995e+01
5.360000000000000000e+02,4.170411525312346157e+01
5.370000000000000000e+02,4.179301505455950405e+01
5.380000000000000000e+02,4.181242230402281024e+01
5.390000000000000000e+02,4.167275275727204331e+01
5.400000000000000000e+02,4.174390396155671823e+01
5.410000000000000000e+02,4.182459993018378697e+01
5.420000000000000000e+02,4.201832268764152190e+01
5.430000000000000000e+02,4.178651660863329198e+01
5.440000000000000000e+02,4.181776388111661191e+01
5.450000000000000000e+02,4.191661689915255096e+01
5.460000000000000000e+02,4.183874062771467095e+01
5.470000000000000000e+02,4.188930257159322679e+01
5.480000000000000000e+02,4.177493935634641531e+01
5.490000000000000000e+02,4.184660742508662423e+01
5.500000000000000000e+02,4.189213784388382322e+01
5.510000000000000000e+02,4.180770172610041868e+01
5.520000000000000000e+02,4.206251424558048768e+01
5.530000000000000000e+02,4.196094657315295962e+01
5.540000000000000000e+02,4.172642735741213471e+01
5.550000000000000000e+02,4.199644866810159272e+01
5.560000000000000000e+02,4.201007997693617568e+01
5.570000000000000000e+02,4.190147247926059748e+01
5.580000000000000000e+02,4.184872512887007900e+01
5.590000000000000000e+02,4.202177915847194356e+01
5.600000000000000000e+02,4.205115414098655435e+01
5.610000000000000000e+02,4.219580524039241709e+01
5.620000000000000000e+02,4.196738173555029761e+01
5.630000000000000000e+02,4.205732272453636966e+01
5.640000000000000000e+02,4.205809022264121921e+01
5.650000000000000000e+02,4.195029281711221358e+01
5.660000000000000000e+02,4.210472848075683316e+01
5.670000000000000000e+02,4.207331756149138613e+01
5.680000000000000000e+02,4.213670398323332478e+01
5.690000000000000000e+02,4.207157529969749277e+01
5.700000000000000000e+02,4.219172606034541673e+01
5.710000000000000000e+02,4.215174909008693049e+01
5.720000000000000000e+02,4.210189591480336446e+01
5.730000000000000000e+02,4.206200076570024748e+01
5.740000000000000000e+02,4.203271850254204622e+01
5.750000000000000000e+02,4.203498000374533206e+01
5.760000000000000000e+02,4.215551433217748212e+01
5.770000000000000000e+02,4.215365332643380469e+01
5.780000000000000000e+02,4.201845477895340508e+01
5.790000000000000000e+02,4.231592163239141513e+01
5.800000000000000000e+02,4.210130072388685818e+01
